X;Y;Trunk;Max H;Area;Trunk/max H;Crown D;tree diameter;Trunk Vol;C %;Tot C;mass 1;mass 2;mass 3;;;;;;;
;;m;m;m2;;m2;m;m3;;m3;ton/m3;ton/m3;ton/m3;;Tot C;;;771.483;;m3
533234.69;152719;4.24;10.2;94.75;0.416;10.99;0.5030;0.8422;0.421;;;;;;;;;;;
533326.89;152611.11;9.14;14.9;153.5;0.613;13.98;0.6503;3.0342;1.517;;;;;;;;;;;
532929.7;152374.61;10.89;14.3;127.25;0.762;12.73;0.5888;2.9636;1.482;;;;;;;;;;;
533182.67;152831.36;8.67;14.9;135.25;0.582;13.13;0.6082;2.5172;1.259;;;;;;;;;;;
533231.32;152548.1;5.71;10;67;0.571;9.24;0.4171;0.7799;0.390;;;;;;;;;;;
533497.61;152707.77;13.03;23.6;157.5;0.552;14.16;0.6592;4.4447;2.222;;;;;;;;;;;
533103.02;153189.9;9.5;15.3;77.75;0.621;9.95;0.4522;1.5249;0.762;;;;;;;;;;;
533479.76;152725.75;22.33;26.7;134.5;0.836;13.09;0.6064;6.4451;3.223;;;;;;;;;;;
533129.66;152926.37;18.58;24.6;203;0.755;16.08;0.7534;8.2780;4.139;;;;;;;;;;;
532883.8;152395.67;6.38;20.4;46;0.313;7.65;0.3393;0.5766;0.288;;;;;;;;;;;
533125.33;152999.21;5.89;12.4;154.75;0.475;14.04;0.6531;1.9721;0.986;;;;;;;;;;;
532671.62;152294.15;6.2;11.4;165.25;0.544;14.51;0.6761;2.2249;1.112;;;;;;;;;;;
533356.92;152690.36;19.71;24.3;178.5;0.811;15.08;0.7041;7.6716;3.836;;;;;;;;;;;
533160.62;152826.84;16.87;21;184;0.803;15.31;0.7155;6.7792;3.390;;;;;;;;;;;
533300.1;152681.34;12.16;20.8;131.5;0.585;12.94;0.5992;3.4267;1.713;;;;;;;;;;;
533180.47;152777.07;6.97;16.3;115.25;0.428;12.12;0.5586;1.7070;0.854;;;;;;;;;;;
533112.3;152881.72;16.01;21.7;213.75;0.738;16.50;0.7740;7.5295;3.765;;;;;;;;;;;
533148.12;152904.79;21.05;26;211.25;0.810;16.40;0.7693;9.7785;4.889;;;;;;;;;;;
533011.31;152703.93;7.2;8;32.5;0.900;6.43;0.2793;0.4410;0.221;;;;;;;;;;;
533155.95;152719.06;7.72;10.4;6.75;0.742;2.93;0.1072;0.0697;0.035;;;;;;;;;;;
533197.53;152968.65;5.84;8.9;56.5;0.656;8.48;0.3800;0.6621;0.331;;;;;;;;;;;
533120.26;152896.11;18.12;23.7;238.75;0.765;17.44;0.8201;9.5673;4.784;;;;;;;;;;;
533029.51;153131.43;5.2;9;86.25;0.578;10.48;0.4782;0.9336;0.467;;;;;;;;;;;
533100.81;152709.34;5.94;10.1;20;0.588;5.05;0.2112;0.2080;0.104;;;;;;;;;;;
533083.96;152437.79;7.88;20.9;56.5;0.377;8.48;0.3800;0.8934;0.447;;;;;;;;;;;
533233.15;152383.65;10.07;16;123.25;0.629;12.53;0.5789;2.6490;1.324;;;;;;;;;;;
533474.43;152714.32;12.02;19.8;172.25;0.607;14.81;0.6911;4.5061;2.253;;;;;;;;;;;
533436.38;152325.53;7.2;12.6;169.25;0.571;14.68;0.6847;2.6497;1.325;;;;;;;;;;;
533360.85;152312.5;7.41;11.3;140;0.656;13.35;0.6194;2.2316;1.116;;;;;;;;;;;
533426.11;152710.75;7.49;15.3;147.5;0.490;13.71;0.6367;2.3838;1.192;;;;;;;;;;;
532674.89;152011.34;15.53;18.9;186.25;0.822;15.40;0.7201;6.3209;3.160;;;;;;;;;;;
533451.76;152617.55;7.63;13.4;183.75;0.569;15.30;0.7150;3.0617;1.531;;;;;;;;;;;
533229.68;152620.89;4.99;8.2;73.5;0.609;9.68;0.4386;0.7537;0.377;;;;;;;;;;;
533209.95;152400.9;4.42;14.3;93.25;0.309;10.90;0.4987;0.8630;0.432;;;;;;;;;;;
533141.01;152859.6;7.81;15.4;167.75;0.507;14.62;0.6815;2.8473;1.424;;;;;;;;;;;
532618.72;151947.94;8.49;13.8;158.25;0.615;14.20;0.6609;2.9106;1.455;;;;;;;;;;;
533457.06;152576.93;7.54;12.4;215;0.608;16.55;0.7764;3.5678;1.784;;;;;;;;;;;
533208.31;152623.79;9.07;16.2;159.75;0.560;14.27;0.6642;3.1406;1.570;;;;;;;;;;;
533085.4;153103.16;7.16;13;86;0.551;10.47;0.4775;1.2814;0.641;;;;;;;;;;;
532942.53;152235.45;5.36;8.8;61.75;0.609;8.87;0.3990;0.6698;0.335;;;;;;;;;;;
533396.31;152440.16;9.67;16.3;40.75;0.593;7.20;0.3172;0.7637;0.382;;;;;;;;;;;
533449.96;152314.68;7.89;12.2;188.5;0.647;15.50;0.7246;3.2521;1.626;;;;;;;;;;;
532781.72;152474.59;16;21.9;22;0.731;5.29;0.2233;0.6262;0.313;;;;;;;;;;;
532879.56;152277.75;14.03;17.8;38;0.788;6.96;0.3050;1.0248;0.512;;;;;;;;;;;
533086.06;153048.75;12.81;19.5;174.25;0.657;14.90;0.6953;4.8610;2.431;;;;;;;;;;;
532733.2;152259.21;6.76;20.8;20.5;0.325;5.11;0.2143;0.2436;0.122;;;;;;;;;;;
533467.23;152343.88;3.59;4.8;54;0.748;8.29;0.3707;0.3873;0.194;;;;;;;;;;;
533054.93;152426.11;5.76;10.7;90.75;0.538;10.75;0.4915;1.0923;0.546;;;;;;;;;;;
533346.28;152281.81;4.33;6.3;43;0.687;7.40;0.3268;0.3631;0.182;;;;;;;;;;;
532984.05;152145.68;5.53;7.9;16.75;0.700;4.62;0.1901;0.1569;0.078;;;;;;;;;;;
533142.69;152625.07;11.77;15;45.75;0.785;7.63;0.3383;1.0573;0.529;;;;;;;;;;;
533378.39;152371.68;10.41;27.1;33.75;0.384;6.56;0.2854;0.6654;0.333;;;;;;;;;;;
533360.06;152704.53;21.19;24.4;189;0.868;15.52;0.7256;8.7585;4.379;;;;;;;;;;;
532997.2;152640.67;6.95;24.7;41.75;0.281;7.29;0.3215;0.5640;0.282;;;;;;;;;;;
533470.82;152407.78;6.36;11.9;103;0.534;11.45;0.5260;1.3815;0.691;;;;;;;;;;;
532954.5;152884.62;10.11;14.7;176.5;0.688;14.99;0.7000;3.8886;1.944;;;;;;;;;;;
532999.86;152973.69;4.68;8;83.25;0.585;10.30;0.4692;0.8088;0.404;;;;;;;;;;;
532718.75;152229.13;5.8;18.6;45.25;0.312;7.59;0.3362;0.5147;0.257;;;;;;;;;;;
533361.86;152610.63;6.56;12.5;104.25;0.525;11.52;0.5294;1.4434;0.722;;;;;;;;;;;
533080.15;152566.24;7.03;19.9;45;0.353;7.57;0.3352;0.6201;0.310;;;;;;;;;;;
533072.48;152151.43;3.9;5.5;37.5;0.709;6.91;0.3028;0.2807;0.140;;;;;;;;;;;
533158.79;153009.45;7.68;12.6;65.5;0.610;9.13;0.4120;1.0234;0.512;;;;;;;;;;;
533469.96;152379.25;5.45;9.8;161;0.556;14.32;0.6669;1.9027;0.951;;;;;;;;;;;
532865.15;152690.17;6.73;11.1;161.25;0.606;14.33;0.6674;2.3534;1.177;;;;;;;;;;;
533266.93;152696.33;10.45;18.9;206.25;0.553;16.21;0.7597;4.7340;2.367;;;;;;;;;;;
533358.47;152344.81;8.32;13.6;173.5;0.612;14.87;0.6937;3.1429;1.571;;;;;;;;;;;
532991.08;152896.29;4.12;6.1;17.75;0.675;4.76;0.1968;0.1253;0.063;;;;;;;;;;;
533209.54;152674.55;7.34;9.5;41.75;0.773;7.29;0.3215;0.5956;0.298;;;;;;;;;;;
532608.87;152031.51;10.42;16.5;177;0.632;15.02;0.7010;4.0198;2.010;;;;;;;;;;;
532901.04;152183.91;12.37;15.8;15.5;0.783;4.44;0.1815;0.3199;0.160;;;;;;;;;;;
533057.4;152527.72;8.27;16.3;13.25;0.507;4.11;0.1650;0.1768;0.088;;;;;;;;;;;
533269.84;152352.4;4.15;5.2;11.75;0.798;3.87;0.1533;0.0765;0.038;;;;;;;;;;;
533035.8;152565.05;5.65;16;33.5;0.353;6.53;0.2842;0.3581;0.179;;;;;;;;;;;
532948.86;152337.51;9.6;17.2;42;0.558;7.31;0.3226;0.7842;0.392;;;;;;;;;;;
532810.94;152336.49;8.06;12.2;121.5;0.661;12.44;0.5745;2.0882;1.044;;;;;;;;;;;
532685.37;152001.02;16.19;19.1;187.5;0.848;15.45;0.7226;6.6361;3.318;;;;;;;;;;;
533429.97;152423.21;6.32;12.3;191.75;0.514;15.63;0.7312;2.6522;1.326;;;;;;;;;;;
533034.56;152316.91;4.2;5.3;19;0.792;4.92;0.2049;0.1384;0.069;;;;;;;;;;;
