533029.59 153103.34 7.10
533166.16 152657.45 4.64
533049.67 152391.01 6.97
533210.66 152843.94 5.82
533147.89 152370.57 6.22
533360.86 152312.49 7.41
533292.11 152717.77 12.15
532683.54 151985.78 13.39
533357.15 152692.49 19.94
533247.99 152673.81 5.38
533205.25 152440.42 5.33
533143.14 153018.90 6.76
533411.36 152705.28 19.55
533035.62 152999.78 4.39
533465.50 152573.18 5.61
533287.76 152471.92 10.93
532906.18 152239.65 4.90
533076.96 153039.54 7.59
533141.52 152943.69 27.00
533329.48 152705.54 18.31
532729.87 152451.90 4.94
532863.90 152674.79 5.51
533093.22 152895.53 8.99
532968.74 152905.03 6.01
533460.76 152717.23 14.06
533164.43 152767.62 7.94
533413.89 152661.18 8.74
532804.14 152634.64 6.67
532710.55 152134.83 4.91
533175.76 152627.76 5.87
533313.71 152372.91 4.23
532781.33 152529.74 6.24
533375.77 152544.15 6.22
533064.96 153162.90 17.48
533381.53 152712.98 15.16
532671.71 152294.14 6.19
532621.86 151966.11 14.19
532731.35 152246.59 4.85
532886.14 152808.94 5.03
533358.48 152344.78 8.33
533152.79 152819.91 13.14
533066.30 153118.72 11.47
532654.55 151966.64 12.25
533124.87 152968.83 6.81
533473.60 152528.49 6.28
533105.10 152776.95 7.36
532935.63 152356.23 13.05
533475.01 152258.51 4.78
533089.81 152909.13 6.92
532878.66 152277.47 14.11
532634.46 152015.61 13.35
533252.59 152614.50 7.94
532928.81 152127.82 9.47
533498.05 152558.69 9.44
533163.79 152857.87 6.32
533494.31 152728.79 8.85
532698.75 152377.54 5.18
533226.98 152762.37 15.12
532678.30 152003.16 15.97
533294.88 152387.60 5.47
533004.72 152208.71 4.73
533008.79 153114.38 6.71
533108.19 152885.64 15.14
533161.72 152890.50 15.87
532604.28 152002.65 10.72
533210.21 152881.51 5.63
533220.52 152707.63 6.51
533073.57 152370.30 7.66
533199.64 152368.73 5.80
533472.19 152338.43 4.28
532861.71 152392.76 6.28
533197.03 152971.86 5.61
533140.22 152254.58 5.96
532923.96 152374.88 11.06
533205.21 152623.68 9.15
532994.41 152379.03 8.92
533116.75 152560.39 8.48
532760.53 152326.21 11.47
533420.82 152390.85 6.66
533387.64 152408.85 21.43
533182.35 152808.66 8.91
532650.58 152015.48 13.66
533201.04 152533.75 5.56
532902.42 152436.99 11.56
533301.59 152655.39 4.63
533245.94 152762.94 18.29
533287.51 152738.36 12.82
533117.71 153003.96 5.33
533058.78 153001.14 6.77
533425.68 152461.59 4.78
533156.90 152831.46 16.85
533251.26 152691.27 20.22
532993.58 152424.94 8.09
533074.21 153135.36 17.56
533144.82 152913.20 22.77
533141.71 152875.89 20.13
532913.26 152520.26 6.10
532960.92 152237.17 5.17
533103.70 152948.43 6.18
533171.14 152924.21 8.46
532600.84 151969.47 10.36
532786.24 152592.40 5.66
532827.16 152672.60 5.06
533006.60 152516.68 10.72
533369.62 152656.65 4.88
533082.50 153145.10 9.97
533067.69 152153.55 3.98
533267.76 152751.85 14.52
533140.12 152438.68 5.68
532936.24 152164.61 5.73
533122.25 152660.79 4.36
532760.96 152158.26 4.20
532763.95 152542.91 4.65
533235.73 152418.12 8.76
532651.46 152089.85 10.34
532927.66 152614.10 5.69
533422.56 152589.84 7.24
533102.95 153167.59 4.46
533331.80 152338.41 9.63
532846.40 152262.91 8.59
533013.66 152614.47 4.96
533149.65 152774.73 10.41
532725.35 152098.57 13.36
533338.79 152569.44 6.81
532639.12 151972.93 15.24
533237.62 152268.64 4.27
533034.56 152316.91 4.20
533049.44 152380.92 7.07
533208.68 152639.46 9.64
533060.39 153091.50 8.52
533040.11 153145.88 5.26
532776.07 152463.17 14.38
532928.06 152917.72 7.91
533079.99 152574.38 6.53
533417.98 152682.70 9.37
533308.86 152470.59 4.82
532962.45 153011.89 7.22
533209.47 152674.34 7.39
533275.74 152678.18 9.35
533421.46 152288.41 7.65
533430.02 152423.25 6.31
533468.96 152399.81 6.47
533149.03 152898.85 17.00
533054.44 152443.75 5.60
533105.62 152809.26 5.65
533454.26 152581.74 7.80
533404.47 152607.61 5.22
533457.30 152325.58 9.46
533436.97 152726.71 21.46
533451.71 152617.60 7.65
532619.37 152086.99 5.21
533110.07 152961.26 6.67
533025.33 153065.36 6.64
532754.43 152515.38 6.23
533437.59 152349.97 5.10
532695.65 151996.72 12.82
533474.10 152549.65 5.98
533288.66 152603.67 4.98
533426.90 152557.15 5.51
533248.64 152720.78 6.26
533066.30 153202.90 7.96
533370.24 152572.38 6.14
533064.99 152410.65 16.07
533284.46 152755.35 8.76
532644.71 152198.67 4.01
533156.73 152874.08 18.05
533330.60 152349.24 6.72
533050.22 152360.25 5.52
532794.51 152548.18 6.16
533473.98 152456.55 6.24
532788.29 152238.95 5.32
533085.88 153048.88 12.79
533011.00 152384.73 6.78
533120.48 152895.62 17.71
533494.31 152711.62 16.33
533045.28 152883.44 5.90
532737.14 152472.87 5.43
533507.52 152384.00 19.77
532656.48 152001.85 16.24
533148.54 152971.83 6.47
533036.46 152970.07 5.07
533204.91 152389.59 4.94
532803.72 152575.87 6.57
532836.16 152317.60 7.68
533026.86 152929.60 5.20
533201.45 152739.73 5.46
532666.91 151977.18 13.22
533156.96 152845.19 11.15
532639.14 151958.58 10.81
532702.52 152231.32 4.56
532678.47 152310.79 6.20
532999.45 153100.11 6.85
532622.11 152112.38 4.59
533101.50 153048.83 7.47
533301.29 152583.16 4.39
532691.12 152359.14 4.45
533142.77 152860.97 8.89
533368.90 152523.90 5.77
533430.58 152378.27 9.38
532815.47 152488.94 9.46
533123.80 152769.46 5.70
532683.15 152021.79 11.76
533053.96 152667.90 4.65
533198.56 152770.37 11.29
532955.58 152420.98 8.95
532609.88 152038.00 11.78
533285.38 152563.04 6.26
533259.28 152677.38 14.06
533096.72 152930.13 8.44
533343.88 152679.10 6.63
533197.61 152804.84 6.22
532955.51 152887.02 10.29
532900.84 152373.75 7.83
533268.56 152663.73 5.20
532857.58 152106.74 3.63
533257.29 152731.11 19.81
533354.48 152370.88 5.87
533131.48 152803.82 12.11
533083.04 152437.11 7.61
533167.25 152950.76 8.59
532893.20 152585.94 6.87
533307.59 152676.40 6.39
533229.67 152620.83 4.99
533106.93 152370.31 4.14
532966.21 152141.07 6.60
533069.86 153101.53 14.43
533443.70 152225.13 4.16
533007.93 152665.90 3.44
532673.85 152278.28 5.82
533428.51 152344.29 5.16
532984.78 153057.94 6.01
532879.73 152678.01 6.55
533401.42 152346.27 8.31
532963.08 152500.19 7.67
533113.07 152202.91 4.18
532901.33 152488.97 11.18
533118.88 152474.46 6.30
533476.74 152587.71 7.34
533185.99 153008.95 6.70
533134.92 153002.93 8.51
533498.41 152578.98 10.78
532956.31 152559.24 4.42
533291.42 152687.10 9.84
533307.11 152416.10 4.43
533076.15 153173.93 13.78
533119.35 152548.79 10.02
532800.90 152393.08 7.93
533111.35 153136.69 13.30
532800.54 152310.06 9.60
532621.73 152030.26 12.54
532818.55 152357.01 7.21
533425.96 152527.69 4.31
533380.60 152476.30 6.36
532629.84 151983.99 17.08
532669.89 152183.25 6.13
533346.28 152281.81 4.33
533183.61 152663.92 7.17
533172.37 152793.52 15.29
533142.74 152624.99 11.78
532869.68 152334.64 6.33
532900.32 152292.56 8.85
533250.92 152464.01 6.95
533172.42 152900.04 8.24
533462.67 152728.87 8.59
533370.23 152686.50 16.70
532609.74 151955.00 6.40
532599.65 151986.89 9.60
533043.93 152606.21 13.74
533127.06 152950.55 12.27
533196.57 152579.15 6.14
533119.87 152586.85 5.65
533315.66 152341.58 7.18
533069.63 152394.76 5.00
533148.43 152927.12 20.80
533310.51 152448.07 4.69
532901.59 152331.52 8.30
532815.93 152646.82 4.94
533079.26 153159.30 13.91
533073.10 153056.33 7.48
533205.99 152458.00 5.43
533371.07 152224.88 3.91
532814.79 152538.78 7.52
532628.43 152148.54 4.08
533093.61 152879.56 9.61
533156.13 152445.91 6.50
533050.72 153206.07 6.83
533092.88 153035.20 11.33
533169.34 152779.50 16.27
532998.97 153002.99 4.88
533432.75 152699.93 9.05
533103.02 153189.90 9.50
533208.28 152762.64 14.23
533119.56 152855.59 11.65
533373.64 152350.35 7.19
533161.34 152807.96 7.44
533320.32 152655.78 5.47
533235.58 152386.57 8.89
533241.23 152739.32 8.88
533171.58 152822.44 16.63
533137.05 152889.21 20.07
533103.64 152710.34 6.23
533044.71 153093.67 6.79
532756.80 152231.73 6.06
533278.17 152723.83 17.17
533456.31 152375.60 5.63
533186.19 152790.35 20.00
533191.02 152634.19 6.75
533318.51 152694.61 19.48
532859.12 152435.11 13.03
533236.57 152751.91 19.40
533351.26 152319.90 7.49
533370.11 152441.17 8.18
533407.19 152694.37 5.90
533085.57 152789.12 6.75
533188.26 152851.35 5.90
532993.33 152945.88 4.66
532994.53 153049.22 6.69
533160.01 152913.33 17.61
533062.94 153065.89 7.66
533141.51 152834.64 10.61
533396.36 152332.66 7.14
533049.54 153162.37 5.85
533238.24 152573.90 5.11
533355.15 152397.38 6.11
533008.37 152703.98 7.21
533458.04 152306.73 7.72
533070.70 152968.48 7.27
533135.72 152784.03 8.66
533392.21 152563.10 4.55
532995.22 152599.06 9.75
533280.64 152212.08 7.28
533386.38 152373.69 13.64
533456.41 152599.27 5.81
533142.81 152565.85 5.36
533375.41 152700.63 20.06
532955.13 152337.18 9.30
533078.67 153123.38 8.90
533215.71 152728.63 8.26
533259.46 152770.44 14.54
533337.81 152441.16 8.23
533136.77 152816.63 11.17
533395.59 152686.52 16.42
532883.93 152395.83 6.45
533489.19 152700.37 10.39
533396.02 152716.84 15.09
532962.04 152622.39 8.66
532973.71 152379.69 9.46
532742.41 152065.16 6.83
533431.56 152400.91 7.42
533281.83 152705.72 17.43
533060.33 153185.45 9.52
532649.65 151985.45 16.36
532618.46 151995.02 14.86
533127.99 153020.11 6.84
533326.94 152611.06 9.13
532619.83 152011.24 14.95
532901.04 152183.91 12.37
533445.00 152714.05 10.44
533202.09 152934.47 5.85
533164.71 152981.40 4.80
533233.03 152711.26 4.78
533045.28 153064.24 6.84
533054.54 152527.66 8.58
533130.63 152926.01 19.09
533165.24 152526.39 5.62
533338.26 152695.57 19.22
532878.16 152250.72 5.28
532935.07 152193.71 5.09
533352.45 152332.32 10.98
533212.57 152586.79 5.56
533283.85 152527.05 9.97
532719.00 152191.94 8.31
533483.54 152734.33 14.87
533125.91 152833.23 7.47
533337.13 152657.49 5.87
532816.08 152600.30 4.96
533505.63 152339.67 13.08
