533025.36 153062.42 6.62 14.00 72.50
532828.59 152392.35 8.24 20.40 61.25
532820.00 152357.01 7.10 20.40 49.00
533405.01 152679.89 15.87 24.20 141.75
533377.48 152276.78 9.15 15.50 111.50
533053.22 152145.93 3.94 5.00 11.25
533269.39 152748.41 15.34 20.30 169.50
533411.54 152705.05 19.66 24.70 136.75
532623.10 152046.25 11.48 16.20 188.75
533219.68 152710.13 6.57 11.30 124.00
533207.77 152762.01 13.47 19.90 197.50
532603.53 151959.96 5.80 13.70 133.75
532642.72 152002.72 16.39 19.60 207.75
533078.63 153167.13 13.46 20.90 192.25
533013.47 152622.84 4.96 8.20 132.50
533396.01 152313.36 10.18 14.60 95.00
533167.76 152370.65 5.91 15.90 33.25
533197.61 152804.84 6.22 10.80 100.25
533142.96 152946.78 27.80 32.60 166.00
533436.80 152479.71 7.46 12.10 21.00
533049.28 153021.76 5.93 11.40 40.75
533421.42 152288.46 7.66 11.70 159.25
533301.58 152655.39 4.63 7.10 183.25
533115.50 152963.05 6.94 12.70 200.75
533165.30 152980.51 4.83 8.30 37.00
533281.90 152587.27 5.77 17.40 118.00
533084.75 153035.26 8.85 15.90 120.00
533209.81 152585.64 5.59 12.60 108.75
533380.17 152476.73 6.35 15.90 24.50
533284.30 152755.97 8.45 14.80 169.00
533143.11 153019.93 6.64 10.90 100.75
533167.26 152950.12 8.67 15.80 121.75
533159.40 152800.82 9.13 15.30 177.75
533165.24 152526.39 5.62 15.90 13.25
533234.69 152719.00 4.24 10.20 94.75
533326.89 152611.11 9.14 14.90 153.50
532929.70 152374.61 10.89 14.30 127.25
533182.67 152831.36 8.67 14.90 135.25
533231.32 152548.10 5.71 10.00 67.00
533497.61 152707.77 13.03 23.60 157.50
533103.02 153189.90 9.50 15.30 77.75
533479.76 152725.75 22.33 26.70 134.50
533129.66 152926.37 18.58 24.60 203.00
532883.80 152395.67 6.38 20.40 46.00
533125.33 152999.21 5.89 12.40 154.75
532671.62 152294.15 6.20 11.40 165.25
533356.92 152690.36 19.71 24.30 178.50
533160.62 152826.84 16.87 21.00 184.00
533300.10 152681.34 12.16 20.80 131.50
533180.47 152777.07 6.97 16.30 115.25
533112.30 152881.72 16.01 21.70 213.75
533148.12 152904.79 21.05 26.00 211.25
533011.31 152703.93 7.20 8.00 32.50
533155.95 152719.06 7.72 10.40 6.75
533197.53 152968.65 5.84 8.90 56.50
533120.26 152896.11 18.12 23.70 238.75
533029.51 153131.43 5.20 9.00 86.25
533100.81 152709.34 5.94 10.10 20.00
533083.96 152437.79 7.88 20.90 56.50
533233.15 152383.65 10.07 16.00 123.25
533474.43 152714.32 12.02 19.80 172.25
533436.38 152325.53 7.20 12.60 169.25
533360.85 152312.50 7.41 11.30 140.00
533426.11 152710.75 7.49 15.30 147.50
532674.89 152011.34 15.53 18.90 186.25
533451.76 152617.55 7.63 13.40 183.75
533229.68 152620.89 4.99 8.20 73.50
533209.95 152400.90 4.42 14.30 93.25
533141.01 152859.60 7.81 15.40 167.75
532618.72 151947.94 8.49 13.80 158.25
